"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Variant Image"
"the-plaster-knit","","","","","","","Size","M","Colour","Shell","VLA-PLK-M-SH","0","deny","manual","195.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-plaster-knit","","","","","","","Size","L","Colour","Shell","VLA-PLK-L-SH","0","deny","manual","195.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-plaster-knit","","","","","","","Size","XL","Colour","Shell","VLA-PLK-XL-SH","0","deny","manual","195.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","The Field Coat","<p>A considered outerwear piece in unlined cotton canvas. Oversized but structured, with map pockets and a single back vent. Wears over everything.</p><p><strong>Fabric:</strong> 100% Cotton Canvas<br><strong>Care:</strong> Dry clean only<br><strong>Made in:</strong> Italy</p>","VELA Studio","Outerwear","outerwear,resort-26","TRUE","Size","XS","Colour","Ash","VLA-FLC-XS-AS","0","deny","manual","485.00","","TRUE","TRUE","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop","1","The Field Coat – Ash","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","S","Colour","Ash","VLA-FLC-S-AS","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","M","Colour","Ash","VLA-FLC-M-AS","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","L","Colour","Ash","VLA-FLC-L-AS","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","XL","Colour","Ash","VLA-FLC-XL-AS","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","XS","Colour","Ink","VLA-FLC-XS-IK","0","deny","manual","485.00","","TRUE","TRUE","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop","2","The Field Coat – Ink","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","S","Colour","Ink","VLA-FLC-S-IK","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","M","Colour","Ink","VLA-FLC-M-IK","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","L","Colour","Ink","VLA-FLC-L-IK","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-field-coat","","","","","","","Size","XL","Colour","Ink","VLA-FLC-XL-IK","0","deny","manual","485.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","The Long Slip","<p>Cut on the bias from Italian satin-back crepe. Floor-length, with a deep cowl neck and adjustable straps. The one piece that works from morning through evening.</p><p><strong>Fabric:</strong> 100% Viscose Crepe<br><strong>Care:</strong> Dry clean only<br><strong>Made in:</strong> Italy</p>","VELA Studio","Dresses","new-in,dresses,resort-26","TRUE","Size","XS","Colour","Ink","VLA-LNS-XS-IK","0","deny","manual","245.00","","TRUE","TRUE","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop","1","The Long Slip – Ink","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","S","Colour","Ink","VLA-LNS-S-IK","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","M","Colour","Ink","VLA-LNS-M-IK","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","L","Colour","Ink","VLA-LNS-L-IK","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","XL","Colour","Ink","VLA-LNS-XL-IK","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","XS","Colour","Pearl","VLA-LNS-XS-PE","0","deny","manual","245.00","","TRUE","TRUE","https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=1000&q=80&auto=format&fit=crop","2","The Long Slip – Pearl","https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","S","Colour","Pearl","VLA-LNS-S-PE","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","M","Colour","Pearl","VLA-LNS-M-PE","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","L","Colour","Pearl","VLA-LNS-L-PE","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=1000&q=80&auto=format&fit=crop"
"the-long-slip","","","","","","","Size","XL","Colour","Pearl","VLA-LNS-XL-PE","0","deny","manual","245.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1583744946564-b52ac1c389c8?w=1000&q=80&auto=format&fit=crop"
"the-camisole","The Camisole","<p>A minimal camisole in washed silk with a straight-cut neckline and fine adjustable straps. Layer it, or wear it as the whole statement.</p><p><strong>Fabric:</strong> 100% Washed Silk<br><strong>Care:</strong> Hand wash cold or dry clean<br><strong>Made in:</strong> Italy</p>","VELA Studio","Tops","tops,bestsellers","TRUE","Size","XS","Colour","Ink","VLA-CAM-XS-IK","0","deny","manual","165.00","","TRUE","TRUE","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop","1","The Camisole – Ink","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","S","Colour","Ink","VLA-CAM-S-IK","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","M","Colour","Ink","VLA-CAM-M-IK","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","L","Colour","Ink","VLA-CAM-L-IK","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","XL","Colour","Ink","VLA-CAM-XL-IK","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","XS","Colour","Ivory","VLA-CAM-XS-IV","0","deny","manual","165.00","","TRUE","TRUE","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=1000&q=80&auto=format&fit=crop","2","The Camisole – Ivory","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","S","Colour","Ivory","VLA-CAM-S-IV","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","M","Colour","Ivory","VLA-CAM-M-IV","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","L","Colour","Ivory","VLA-CAM-L-IV","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=1000&q=80&auto=format&fit=crop"
"the-camisole","","","","","","","Size","XL","Colour","Ivory","VLA-CAM-XL-IV","0","deny","manual","165.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","The Shirt Dress","<p>A relaxed shirt dress cut to the mid-calf in washed cotton. Collarless, with covered buttons and a self-tie at the waist. Understated in every direction.</p><p><strong>Fabric:</strong> 100% Washed Cotton<br><strong>Care:</strong> Machine wash cold, gentle cycle<br><strong>Made in:</strong> Portugal</p>","VELA Studio","Dresses","dresses,resort-26","TRUE","Size","XS","Colour","Ecru","VLA-SHD-XS-EC","0","deny","manual","325.00","","TRUE","TRUE","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop","1","The Shirt Dress – Ecru","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","S","Colour","Ecru","VLA-SHD-S-EC","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","M","Colour","Ecru","VLA-SHD-M-EC","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","L","Colour","Ecru","VLA-SHD-L-EC","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","XL","Colour","Ecru","VLA-SHD-XL-EC","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1483985988355-763728e1935b?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","XS","Colour","Ink","VLA-SHD-XS-IK","0","deny","manual","325.00","","TRUE","TRUE","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop","2","The Shirt Dress – Ink","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","S","Colour","Ink","VLA-SHD-S-IK","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","M","Colour","Ink","VLA-SHD-M-IK","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","L","Colour","Ink","VLA-SHD-L-IK","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","Size","XL","Colour","Ink","VLA-SHD-XL-IK","0","deny","manual","325.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-shirt-dress","","","","","","","","","","","","","","","","","","","https://images.unsplash.com/photo-1490481651871-ab68de25d43d?w=1000&q=80&auto=format&fit=crop","3","The Shirt Dress",""
"the-ribbed-sweater","The Ribbed Sweater","<p>A fine-rib merino knit with a slightly cropped length and a clean ribbed hem. Warm without bulk.</p><p><strong>Fabric:</strong> 100% Fine Merino Wool<br><strong>Care:</strong> Hand wash cold or dry clean<br><strong>Made in:</strong> Italy</p>","VELA Studio","Knitwear","knitwear,bestsellers","TRUE","Size","XS","Colour","Ink","VLA-RBS-XS-IK","0","deny","manual","225.00","","TRUE","TRUE","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop","1","The Ribbed Sweater – Ink","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","S","Colour","Ink","VLA-RBS-S-IK","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","M","Colour","Ink","VLA-RBS-M-IK","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","L","Colour","Ink","VLA-RBS-L-IK","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","XL","Colour","Ink","VLA-RBS-XL-IK","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","XS","Colour","Oatmeal","VLA-RBS-XS-OA","0","deny","manual","225.00","","TRUE","TRUE","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop","2","The Ribbed Sweater – Oatmeal","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","S","Colour","Oatmeal","VLA-RBS-S-OA","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","M","Colour","Oatmeal","VLA-RBS-M-OA","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","L","Colour","Oatmeal","VLA-RBS-L-OA","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-ribbed-sweater","","","","","","","Size","XL","Colour","Oatmeal","VLA-RBS-XL-OA","0","deny","manual","225.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1576506295286-5cda498003d8?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","The Wide-Leg Trouser","<p>A relaxed wide-leg cut in heavy crepe, falling cleanly from a mid-rise waistband. Minimal details, maximum movement.</p><p><strong>Fabric:</strong> 70% Viscose, 30% Polyester Crepe<br><strong>Care:</strong> Dry clean recommended<br><strong>Made in:</strong> Italy</p>","VELA Studio","Tailoring","tailoring,resort-26","TRUE","Size","XS","Colour","Ink","VLA-WLT-XS-IK","0","deny","manual","265.00","","TRUE","TRUE","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop","1","The Wide-Leg Trouser – Ink","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","S","Colour","Ink","VLA-WLT-S-IK","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","M","Colour","Ink","VLA-WLT-M-IK","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","L","Colour","Ink","VLA-WLT-L-IK","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","XL","Colour","Ink","VLA-WLT-XL-IK","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1509631179647-0177331693ae?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","XS","Colour","Stone","VLA-WLT-XS-ST","0","deny","manual","265.00","","TRUE","TRUE","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop","2","The Wide-Leg Trouser – Stone","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","S","Colour","Stone","VLA-WLT-S-ST","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","M","Colour","Stone","VLA-WLT-M-ST","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","L","Colour","Stone","VLA-WLT-L-ST","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-wide-leg-trouser","","","","","","","Size","XL","Colour","Stone","VLA-WLT-XL-ST","0","deny","manual","265.00","","TRUE","TRUE","","","","https://images.unsplash.com/photo-1558769132-cb1aea458c5e?w=1000&q=80&auto=format&fit=crop"
"the-camel-coat","The Camel Coat","<p>A generously cut single-breasted coat in Italian camel hair. Notched lapels, two deep pockets, and a clean back. The coat you will wear for ten years.</p><p><strong>Fabric:</strong> 80% Camel Hair, 20% Wool<br><strong>Care:</strong> Dry clean only<br><strong>Made in:</strong> Italy</p>","VELA Studio","Outerwear","outerwear,bestsellers","TRUE","Size","XS","Colour","Camel","VLA-CMC-XS-CA","0","deny","manual","545.00","","TRUE","TRUE","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop","1","The Camel Coat – Camel","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=1000&q=80&auto=format&fit=crop"
